"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","366","Crossplane","features","Mon May 19 00:46:53 UTC 2025","passed","Mon May 19 00:46:53 UTC 2025","","Mindwm event driven architecture","",""
"","61","Create Context","features","Mon May 19 00:51:37 UTC 2025","passed","Mon May 19 00:51:37 UTC 2025","","MindWM Custom Resource Definition","",""
"","570799","Deploy Mindwm Cluster and Applications","features","Mon May 19 00:37:19 UTC 2025","passed","Mon May 19 00:46:49 UTC 2025","","Mindwm Lifecycle Management","",""
"","134178","Prepare environment, context: cyan","features","Mon May 19 00:51:59 UTC 2025","broken","Mon May 19 00:54:13 UTC 2025","","MindWM Custom kubernetes resources","",""
"","269","Istio","features","Mon May 19 00:46:51 UTC 2025","passed","Mon May 19 00:46:51 UTC 2025","","Mindwm event driven architecture","",""
"","10194","Create User","features","Mon May 19 00:51:37 UTC 2025","passed","Mon May 19 00:51:47 UTC 2025","","MindWM Custom Resource Definition","",""
"","80872","Create configmap with knative function definition","features","Mon May 19 00:46:54 UTC 2025","passed","Mon May 19 00:48:15 UTC 2025","","Mindwm event driven architecture","",""
"","356","Knative Eventing","features","Mon May 19 00:46:51 UTC 2025","passed","Mon May 19 00:46:51 UTC 2025","","Mindwm event driven architecture","",""
"","214","Nats","features","Mon May 19 00:46:52 UTC 2025","passed","Mon May 19 00:46:52 UTC 2025","","Mindwm event driven architecture","",""
"","696","Monitoring","features","Mon May 19 00:46:52 UTC 2025","passed","Mon May 19 00:46:53 UTC 2025","","Mindwm event driven architecture","",""
"","165","ArgoCD","features","Mon May 19 00:46:51 UTC 2025","passed","Mon May 19 00:46:52 UTC 2025","","Mindwm event driven architecture","",""
"","522","MindWM CRD","features","Mon May 19 00:46:49 UTC 2025","passed","Mon May 19 00:46:50 UTC 2025","","Mindwm event driven architecture","",""
"","198","Cert manager","features","Mon May 19 00:46:52 UTC 2025","passed","Mon May 19 00:46:52 UTC 2025","","Mindwm event driven architecture","",""
"","167849","cleanup","features","Mon May 19 00:48:49 UTC 2025","passed","Mon May 19 00:51:36 UTC 2025","","Mindwm event driven architecture","",""
"","225","Delete Resources and Verify Cleanup","features","Mon May 19 00:51:58 UTC 2025","passed","Mon May 19 00:51:59 UTC 2025","","MindWM Custom Resource Definition","",""
"","277","Knative Serving","features","Mon May 19 00:46:50 UTC 2025","passed","Mon May 19 00:46:51 UTC 2025","","Mindwm event driven architecture","",""
"","167","zot registry","features","Mon May 19 00:46:54 UTC 2025","passed","Mon May 19 00:46:54 UTC 2025","","Mindwm event driven architecture","",""
"","330","Tekton-pipelines","features","Mon May 19 00:46:53 UTC 2025","passed","Mon May 19 00:46:54 UTC 2025","","Mindwm event driven architecture","",""
"","493","Knative operator","features","Mon May 19 00:46:50 UTC 2025","passed","Mon May 19 00:46:50 UTC 2025","","Mindwm event driven architecture","",""
"","318","Redpanda","features","Mon May 19 00:46:52 UTC 2025","passed","Mon May 19 00:46:52 UTC 2025","","Mindwm event driven architecture","",""
"","33786","Send ping message to the service","features","Mon May 19 00:48:15 UTC 2025","passed","Mon May 19 00:48:49 UTC 2025","","Mindwm event driven architecture","",""
"","11597","Create Host","features","Mon May 19 00:51:47 UTC 2025","passed","Mon May 19 00:51:58 UTC 2025","","MindWM Custom Resource Definition","",""
