"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","459","MindWM CRD","features","Fri May 23 15:32:34 UTC 2025","passed","Fri May 23 15:32:34 UTC 2025","","Mindwm event driven architecture","",""
"","180837","Create configmap with knative function definition","features","Fri May 23 15:32:38 UTC 2025","broken","Fri May 23 15:35:39 UTC 2025","","Mindwm event driven architecture","",""
"","523","Knative operator","features","Fri May 23 15:32:34 UTC 2025","passed","Fri May 23 15:32:35 UTC 2025","","Mindwm event driven architecture","",""
"","650","Monitoring","features","Fri May 23 15:32:37 UTC 2025","passed","Fri May 23 15:32:38 UTC 2025","","Mindwm event driven architecture","",""
"","190","ArgoCD","features","Fri May 23 15:32:36 UTC 2025","passed","Fri May 23 15:32:36 UTC 2025","","Mindwm event driven architecture","",""
"","409","Redpanda","features","Fri May 23 15:32:36 UTC 2025","passed","Fri May 23 15:32:36 UTC 2025","","Mindwm event driven architecture","",""
"","240","Nats","features","Fri May 23 15:32:37 UTC 2025","passed","Fri May 23 15:32:37 UTC 2025","","Mindwm event driven architecture","",""
"","342","Crossplane","features","Fri May 23 15:32:38 UTC 2025","passed","Fri May 23 15:32:38 UTC 2025","","Mindwm event driven architecture","",""
"","226","Cert manager","features","Fri May 23 15:32:36 UTC 2025","passed","Fri May 23 15:32:37 UTC 2025","","Mindwm event driven architecture","",""
"","282","Tekton-pipelines","features","Fri May 23 15:32:38 UTC 2025","passed","Fri May 23 15:32:38 UTC 2025","","Mindwm event driven architecture","",""
"","490","Knative Eventing","features","Fri May 23 15:32:35 UTC 2025","passed","Fri May 23 15:32:36 UTC 2025","","Mindwm event driven architecture","",""
"","377","Knative Serving","features","Fri May 23 15:32:35 UTC 2025","passed","Fri May 23 15:32:35 UTC 2025","","Mindwm event driven architecture","",""
"","200","Istio","features","Fri May 23 15:32:36 UTC 2025","passed","Fri May 23 15:32:36 UTC 2025","","Mindwm event driven architecture","",""
"","178","zot registry","features","Fri May 23 15:32:38 UTC 2025","passed","Fri May 23 15:32:38 UTC 2025","","Mindwm event driven architecture","",""
"","594493","Deploy Mindwm Cluster and Applications","features","Fri May 23 15:22:39 UTC 2025","passed","Fri May 23 15:32:34 UTC 2025","","Mindwm Lifecycle Management","",""
