"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","162","Cleanup amanda4@pi6-host in green4","features","Sun Jun 08 09:24:34 UTC 2025","passed","Sun Jun 08 09:24:34 UTC 2025","","MindWM Ping-pong EDA test","",""
"","84","Cleanup laptop host for godzilla username","features","Sun Jun 08 09:50:25 UTC 2025","passed","Sun Jun 08 09:50:25 UTC 2025","","MindWM two users one context function test","",""
"","134","Cleanup ci@localhost in tratata","features","Sun Jun 08 09:59:09 UTC 2025","passed","Sun Jun 08 09:59:09 UTC 2025","","MindWM manager integration test","",""
"","405","Tekton-pipelines","features","Sun Jun 08 09:10:57 UTC 2025","passed","Sun Jun 08 09:10:58 UTC 2025","","Mindwm event driven architecture","",""
"","33743","Send ping message to the service","features","Sun Jun 08 09:12:19 UTC 2025","passed","Sun Jun 08 09:12:52 UTC 2025","","Mindwm event driven architecture","",""
"","91683","Create Contexts and Verify All Related Resources Are in Ready State","features","Sun Jun 08 09:50:27 UTC 2025","passed","Sun Jun 08 09:51:59 UTC 2025","","Context Resource Readiness and Cleanup Verification","",""
"","35690","Prepare environment for ping tests","features","Sun Jun 08 09:22:03 UTC 2025","passed","Sun Jun 08 09:22:38 UTC 2025","","MindWM Ping-pong EDA test","",""
"","192","Cleanup tablet host for tengu username","features","Sun Jun 08 09:50:25 UTC 2025","passed","Sun Jun 08 09:50:25 UTC 2025","","MindWM two users one context function test","",""
"","221","Nats","features","Sun Jun 08 09:10:56 UTC 2025","passed","Sun Jun 08 09:10:56 UTC 2025","","Mindwm event driven architecture","",""
"","181337","Create Contexts and Verify All Related Resources Are in Ready State","features","Sun Jun 08 09:51:59 UTC 2025","passed","Sun Jun 08 09:55:00 UTC 2025","","Context Resource Readiness and Cleanup Verification","",""
"","10245","Create Host workstation","features","Sun Jun 08 09:18:35 UTC 2025","passed","Sun Jun 08 09:18:45 UTC 2025","","MindWM Custom kubernetes resources","",""
"","125884","Delete Resources and Verify Cleanup","features","Sun Jun 08 09:19:57 UTC 2025","passed","Sun Jun 08 09:22:02 UTC 2025","","MindWM Custom kubernetes resources","",""
"","11639","Create Host","features","Sun Jun 08 09:15:52 UTC 2025","passed","Sun Jun 08 09:16:03 UTC 2025","","MindWM Custom Resource Definition","",""
"","47834","""Create"" data capture event","features","Sun Jun 08 09:29:49 UTC 2025","passed","Sun Jun 08 09:30:37 UTC 2025","","MindWM kafka_cdc function test","",""
"","72429","""Delete"" data capture event","features","Sun Jun 08 09:31:19 UTC 2025","passed","Sun Jun 08 09:32:32 UTC 2025","","MindWM kafka_cdc function test","",""
"","152","Check net-istio pods","features","Sun Jun 08 09:22:02 UTC 2025","passed","Sun Jun 08 09:22:03 UTC 2025","","Knative-Serving net-istio","",""
"","86","Check that Node-RED contains the expected tabs for context,user,host xrd resources","features","Sun Jun 08 09:19:56 UTC 2025","passed","Sun Jun 08 09:19:56 UTC 2025","","MindWM Custom kubernetes resources","",""
"","1414","Cleanup tokyo context","features","Sun Jun 08 09:50:26 UTC 2025","passed","Sun Jun 08 09:50:27 UTC 2025","","MindWM two users one context function test","",""
"","188","ArgoCD","features","Sun Jun 08 09:10:55 UTC 2025","passed","Sun Jun 08 09:10:55 UTC 2025","","Mindwm event driven architecture","",""
"","10299","Create User","features","Sun Jun 08 09:15:41 UTC 2025","passed","Sun Jun 08 09:15:52 UTC 2025","","MindWM Custom Resource Definition","",""
"","10255","Create User bob","features","Sun Jun 08 09:18:25 UTC 2025","passed","Sun Jun 08 09:18:35 UTC 2025","","MindWM Custom kubernetes resources","",""
"","21349","Send ping cloudevent to endpoint broker-ingress.knative-eventing/user-amanda4/user-broker, username: amanda4, host: pi6-host, traceparent: 00-6df93f3577b34da6a3ce929d0e0e4742-00f067aa0ba902b7-00","features","Sun Jun 08 09:23:00 UTC 2025","passed","Sun Jun 08 09:23:22 UTC 2025","","MindWM Ping-pong EDA test","",""
"","191","Cleanup garmr@helheim in blue","features","Sun Jun 08 09:32:32 UTC 2025","passed","Sun Jun 08 09:32:32 UTC 2025","","MindWM kafka_cdc function test","",""
"","182","Cleanup kitty@tablet in red","features","Sun Jun 08 09:27:50 UTC 2025","passed","Sun Jun 08 09:27:50 UTC 2025","","MindWM io context function test","",""
"","76205","Send ping via nats host: travellaptop, user: shesha","features","Sun Jun 08 09:42:57 UTC 2025","passed","Sun Jun 08 09:44:13 UTC 2025","","MindWM two hosts one user function test","",""
"","269","zot registry","features","Sun Jun 08 09:10:58 UTC 2025","passed","Sun Jun 08 09:10:58 UTC 2025","","Mindwm event driven architecture","",""
"","309","Cleanup user shesha and context varanasi","features","Sun Jun 08 09:45:36 UTC 2025","passed","Sun Jun 08 09:45:36 UTC 2025","","MindWM two hosts one user function test","",""
"","10141","Create laptop resource and connects it to godzilla user","features","Sun Jun 08 09:47:23 UTC 2025","passed","Sun Jun 08 09:47:33 UTC 2025","","MindWM two users one context function test","",""
"","62","Create Context","features","Sun Jun 08 09:15:41 UTC 2025","passed","Sun Jun 08 09:15:41 UTC 2025","","MindWM Custom Resource Definition","",""
"","86291","Prepare environment, context: tokyo","features","Sun Jun 08 09:45:36 UTC 2025","passed","Sun Jun 08 09:47:02 UTC 2025","","MindWM two users one context function test","",""
"","110647","Prepare environment, context: tratata, username: ci, host: localhost","features","Sun Jun 08 09:55:38 UTC 2025","passed","Sun Jun 08 09:57:28 UTC 2025","","MindWM manager integration test","",""
"","33147","Mindwm-manager integration test","features","Sun Jun 08 09:57:28 UTC 2025","passed","Sun Jun 08 09:58:01 UTC 2025","","MindWM manager integration test","",""
"","111404","Create context red, user kitty, host: tablet","features","Sun Jun 08 09:24:34 UTC 2025","passed","Sun Jun 08 09:26:25 UTC 2025","","MindWM io context function test","",""
