"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","69","Check that Node-RED contains the expected tabs for context,user,host xrd resources","features","Sun Jun 08 09:29:37 UTC 2025","passed","Sun Jun 08 09:29:37 UTC 2025","","MindWM Custom kubernetes resources","",""
"","35492","Prepare environment for ping tests","features","Sun Jun 08 09:32:19 UTC 2025","passed","Sun Jun 08 09:32:54 UTC 2025","","MindWM Ping-pong EDA test","",""
"","11798","Create Host","features","Sun Jun 08 09:25:44 UTC 2025","passed","Sun Jun 08 09:25:56 UTC 2025","","MindWM Custom Resource Definition","",""
"","317","Redpanda","features","Sun Jun 08 09:20:57 UTC 2025","passed","Sun Jun 08 09:20:58 UTC 2025","","Mindwm event driven architecture","",""
"","387","Tekton-pipelines","features","Sun Jun 08 09:21:00 UTC 2025","passed","Sun Jun 08 09:21:00 UTC 2025","","Mindwm event driven architecture","",""
"","122953","Prepare environment, context: cyan","features","Sun Jun 08 09:26:07 UTC 2025","passed","Sun Jun 08 09:28:10 UTC 2025","","MindWM Custom kubernetes resources","",""
"","1138","Send ping to knative ping service, context: green4, username: amanda4, host: pi6-host","features","Sun Jun 08 09:32:54 UTC 2025","broken","Sun Jun 08 09:32:55 UTC 2025","","MindWM Ping-pong EDA test","",""
"","220","Nats","features","Sun Jun 08 09:20:58 UTC 2025","passed","Sun Jun 08 09:20:58 UTC 2025","","Mindwm event driven architecture","",""
"","491","MindWM CRD","features","Sun Jun 08 09:20:55 UTC 2025","passed","Sun Jun 08 09:20:55 UTC 2025","","Mindwm event driven architecture","",""
"","196","Cert manager","features","Sun Jun 08 09:20:58 UTC 2025","passed","Sun Jun 08 09:20:58 UTC 2025","","Mindwm event driven architecture","",""
"","303","Knative Serving","features","Sun Jun 08 09:20:56 UTC 2025","passed","Sun Jun 08 09:20:56 UTC 2025","","Mindwm event driven architecture","",""
"","563329","Deploy Mindwm Cluster and Applications","features","Sun Jun 08 09:11:31 UTC 2025","passed","Sun Jun 08 09:20:55 UTC 2025","","Mindwm Lifecycle Management","",""
"","1243","Delete Resources and Verify Cleanup","features","Sun Jun 08 09:26:06 UTC 2025","passed","Sun Jun 08 09:26:07 UTC 2025","","MindWM Custom Resource Definition","",""
"","66005","Create mindwm python function magika","features","Sun Jun 08 09:28:31 UTC 2025","passed","Sun Jun 08 09:29:37 UTC 2025","","MindWM Custom kubernetes resources","",""
"","194","zot registry","features","Sun Jun 08 09:21:00 UTC 2025","passed","Sun Jun 08 09:21:00 UTC 2025","","Mindwm event driven architecture","",""
"","161055","Delete Resources and Verify Cleanup","features","Sun Jun 08 09:29:37 UTC 2025","passed","Sun Jun 08 09:32:18 UTC 2025","","MindWM Custom kubernetes resources","",""
"","195","Istio","features","Sun Jun 08 09:20:57 UTC 2025","passed","Sun Jun 08 09:20:57 UTC 2025","","Mindwm event driven architecture","",""
"","59","Create Context","features","Sun Jun 08 09:25:34 UTC 2025","passed","Sun Jun 08 09:25:34 UTC 2025","","MindWM Custom Resource Definition","",""
"","161","ArgoCD","features","Sun Jun 08 09:20:57 UTC 2025","passed","Sun Jun 08 09:20:57 UTC 2025","","Mindwm event driven architecture","",""
"","92","Check that Node-RED contains the expected tabs for context,user,host xrd resources","features","Sun Jun 08 09:29:37 UTC 2025","passed","Sun Jun 08 09:29:37 UTC 2025","","MindWM Custom kubernetes resources","",""
"","10357","Create Host workstation","features","Sun Jun 08 09:28:20 UTC 2025","passed","Sun Jun 08 09:28:31 UTC 2025","","MindWM Custom kubernetes resources","",""
"","90","Check that Node-RED contains the expected tabs for context,user,host xrd resources","features","Sun Jun 08 09:29:37 UTC 2025","passed","Sun Jun 08 09:29:37 UTC 2025","","MindWM Custom kubernetes resources","",""
"","221","Check net-istio pods","features","Sun Jun 08 09:32:18 UTC 2025","passed","Sun Jun 08 09:32:19 UTC 2025","","Knative-Serving net-istio","",""
"","10093","Create mindwm-function","features","Sun Jun 08 09:25:56 UTC 2025","passed","Sun Jun 08 09:26:06 UTC 2025","","MindWM Custom Resource Definition","",""
"","168816","cleanup","features","Sun Jun 08 09:22:45 UTC 2025","passed","Sun Jun 08 09:25:34 UTC 2025","","Mindwm event driven architecture","",""
"","10211","Create User","features","Sun Jun 08 09:25:34 UTC 2025","passed","Sun Jun 08 09:25:44 UTC 2025","","MindWM Custom Resource Definition","",""
"","702","Knative Eventing","features","Sun Jun 08 09:20:56 UTC 2025","passed","Sun Jun 08 09:20:57 UTC 2025","","Mindwm event driven architecture","",""
"","85","Check that Node-RED contains the expected tabs for context,user,host xrd resources","features","Sun Jun 08 09:29:37 UTC 2025","passed","Sun Jun 08 09:29:37 UTC 2025","","MindWM Custom kubernetes resources","",""
"","70794","Create configmap with knative function definition","features","Sun Jun 08 09:21:00 UTC 2025","passed","Sun Jun 08 09:22:11 UTC 2025","","Mindwm event driven architecture","",""
"","631","Knative operator","features","Sun Jun 08 09:20:55 UTC 2025","passed","Sun Jun 08 09:20:56 UTC 2025","","Mindwm event driven architecture","",""
"","1025","Monitoring","features","Sun Jun 08 09:20:58 UTC 2025","passed","Sun Jun 08 09:20:59 UTC 2025","","Mindwm event driven architecture","",""
"","418","Crossplane","features","Sun Jun 08 09:20:59 UTC 2025","passed","Sun Jun 08 09:21:00 UTC 2025","","Mindwm event driven architecture","",""
"","10361","Create User bob","features","Sun Jun 08 09:28:10 UTC 2025","passed","Sun Jun 08 09:28:20 UTC 2025","","MindWM Custom kubernetes resources","",""
"","33831","Send ping message to the service","features","Sun Jun 08 09:22:11 UTC 2025","passed","Sun Jun 08 09:22:45 UTC 2025","","Mindwm event driven architecture","",""
