"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 10 19:08:25 GMT 2024","Tue Sep 10 19:09:16 GMT 2024","51322","","test_infra","TestInfra","","","test_argocd_app",""
"passed","Tue Sep 10 19:16:51 GMT 2024","Tue Sep 10 19:16:51 GMT 2024","38","","test_redpanda","Test_Redpanda","","","test_ns",""
"passed","Tue Sep 10 19:16:46 GMT 2024","Tue Sep 10 19:16:46 GMT 2024","18","","test_monitoring","Test_Monitoring","","","test_service",""
"passed","Tue Sep 10 19:16:46 GMT 2024","Tue Sep 10 19:16:46 GMT 2024","16","","test_nats","Test_Nats","","","test_deployment",""
"passed","Tue Sep 10 19:16:45 GMT 2024","Tue Sep 10 19:16:45 GMT 2024","9","","test_istio","Test_Istio","","","test_service",""
"failed","Tue Sep 10 19:16:45 GMT 2024","Tue Sep 10 19:16:45 GMT 2024","14","","test_knative_eventing","Test_KnativeEventing","","","test_service",""
"passed","Tue Sep 10 19:16:45 GMT 2024","Tue Sep 10 19:16:45 GMT 2024","20","","test_knative_eventing","Test_KnativeEventing","","","test_ns",""
"passed","Tue Sep 10 19:16:44 GMT 2024","Tue Sep 10 19:16:44 GMT 2024","11","","test_crossplane","Test_Crossplane","","","test_service",""
"passed","Tue Sep 10 19:16:46 GMT 2024","Tue Sep 10 19:16:46 GMT 2024","16","","test_nats","Test_Nats","","","test_service",""
"passed","Tue Sep 10 19:16:45 GMT 2024","Tue Sep 10 19:16:45 GMT 2024","89","","test_knative_eventing","Test_KnativeEventing","","","test_deployment",""
"passed","Tue Sep 10 19:16:46 GMT 2024","Tue Sep 10 19:16:46 GMT 2024","34","","test_monitoring","Test_Monitoring","","","test_statefulset",""
"passed","Tue Sep 10 19:16:46 GMT 2024","Tue Sep 10 19:16:46 GMT 2024","29","","test_nats","Test_Nats","","","test_ns",""
"passed","Tue Sep 10 19:16:46 GMT 2024","Tue Sep 10 19:16:46 GMT 2024","0","","test_knative_serving","Test_KnativeEventing","","","test_statefulset",""
"passed","Tue Sep 10 19:16:44 GMT 2024","Tue Sep 10 19:16:44 GMT 2024","35","","test_crossplane","Test_Crossplane","","","test_deployment",""
"failed","Tue Sep 10 19:16:46 GMT 2024","Tue Sep 10 19:16:46 GMT 2024","6","","test_ping_pong","Test_PingPong","","","test_send_ping_context_broker",""
"passed","Tue Sep 10 19:16:44 GMT 2024","Tue Sep 10 19:16:45 GMT 2024","986","","test_infra","TestInfra","","","test_mindwm_resoures",""
"passed","Tue Sep 10 19:16:45 GMT 2024","Tue Sep 10 19:16:45 GMT 2024","0","","test_istio","Test_Istio","","","test_statefulset",""
"failed","Tue Sep 10 19:16:46 GMT 2024","Tue Sep 10 19:16:51 GMT 2024","5036","","test_ping_pong","Test_PingPong","","","test_tracesql",""
"passed","Tue Sep 10 19:16:44 GMT 2024","Tue Sep 10 19:16:44 GMT 2024","26","","test_crossplane","Test_Crossplane","","","test_ns",""
"passed","Tue Sep 10 19:16:51 GMT 2024","Tue Sep 10 19:16:51 GMT 2024","53","","test_redpanda","Test_Redpanda","","","test_deployment",""
"failed","Tue Sep 10 19:03:26 GMT 2024","Tue Sep 10 19:07:25 GMT 2024","239169","","","","","","test_argocd_app_async_wait",""
"passed","Tue Sep 10 19:16:45 GMT 2024","Tue Sep 10 19:16:45 GMT 2024","0","","test_knative_eventing","Test_KnativeEventing","","","test_statefulset",""
"passed","Tue Sep 10 19:16:46 GMT 2024","Tue Sep 10 19:16:46 GMT 2024","21","","test_knative_serving","Test_KnativeEventing","","","test_service",""
"passed","Tue Sep 10 19:16:46 GMT 2024","Tue Sep 10 19:16:46 GMT 2024","109","","test_knative_serving","Test_KnativeEventing","","","test_deployment",""
"passed","Tue Sep 10 19:16:46 GMT 2024","Tue Sep 10 19:16:46 GMT 2024","71","","test_monitoring","Test_Monitoring","","","test_deployment",""
"passed","Tue Sep 10 19:07:25 GMT 2024","Tue Sep 10 19:08:25 GMT 2024","59608","","test_infra","TestInfra","","","test_cluster",""
"passed","Tue Sep 10 19:16:52 GMT 2024","Tue Sep 10 19:16:52 GMT 2024","20","","test_redpanda","Test_Redpanda","","","test_service",""
"passed","Tue Sep 10 19:16:46 GMT 2024","Tue Sep 10 19:16:46 GMT 2024","20","","test_nats","Test_Nats","","","test_statefulset",""
"passed","Tue Sep 10 19:16:42 GMT 2024","Tue Sep 10 19:16:44 GMT 2024","2227","","test_infra","TestInfra","","","test_argocd_apps_ensure",""
