"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","589","MindWM CRD","features","Wed May 21 19:36:43 UTC 2025","passed","Wed May 21 19:36:44 UTC 2025","","Mindwm event driven architecture","",""
"","178","ArgoCD","features","Wed May 21 19:36:46 UTC 2025","passed","Wed May 21 19:36:46 UTC 2025","","Mindwm event driven architecture","",""
"","415","Tekton-pipelines","features","Wed May 21 19:36:48 UTC 2025","passed","Wed May 21 19:36:48 UTC 2025","","Mindwm event driven architecture","",""
"","332","Redpanda","features","Wed May 21 19:36:46 UTC 2025","passed","Wed May 21 19:36:46 UTC 2025","","Mindwm event driven architecture","",""
"","223","Nats","features","Wed May 21 19:36:46 UTC 2025","passed","Wed May 21 19:36:47 UTC 2025","","Mindwm event driven architecture","",""
"","193","zot registry","features","Wed May 21 19:36:48 UTC 2025","passed","Wed May 21 19:36:49 UTC 2025","","Mindwm event driven architecture","",""
"","586","Knative operator","features","Wed May 21 19:36:44 UTC 2025","passed","Wed May 21 19:36:44 UTC 2025","","Mindwm event driven architecture","",""
"","456","Knative Serving","features","Wed May 21 19:36:44 UTC 2025","passed","Wed May 21 19:36:45 UTC 2025","","Mindwm event driven architecture","",""
"","612814","Deploy Mindwm Cluster and Applications","features","Wed May 21 19:26:30 UTC 2025","passed","Wed May 21 19:36:43 UTC 2025","","Mindwm Lifecycle Management","",""
"","252","Create configmap with knative function definition","features","Wed May 21 19:36:49 UTC 2025","failed","Wed May 21 19:36:49 UTC 2025","","Mindwm event driven architecture","",""
"","346","Crossplane","features","Wed May 21 19:36:48 UTC 2025","passed","Wed May 21 19:36:48 UTC 2025","","Mindwm event driven architecture","",""
"","484","Knative Eventing","features","Wed May 21 19:36:45 UTC 2025","passed","Wed May 21 19:36:45 UTC 2025","","Mindwm event driven architecture","",""
"","218","Istio","features","Wed May 21 19:36:45 UTC 2025","passed","Wed May 21 19:36:46 UTC 2025","","Mindwm event driven architecture","",""
"","770","Monitoring","features","Wed May 21 19:36:47 UTC 2025","passed","Wed May 21 19:36:47 UTC 2025","","Mindwm event driven architecture","",""
"","227","Cert manager","features","Wed May 21 19:36:46 UTC 2025","passed","Wed May 21 19:36:46 UTC 2025","","Mindwm event driven architecture","",""
