"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","335","Crossplane","features","Thu May 15 19:13:51 UTC 2025","passed","Thu May 15 19:13:51 UTC 2025","","Mindwm event driven architecture","",""
"","10421","Create User","features","Thu May 15 19:18:35 UTC 2025","passed","Thu May 15 19:18:45 UTC 2025","","MindWM Custom Resource Definition","",""
"","569553","Deploy Mindwm Cluster and Applications","features","Thu May 15 19:04:17 UTC 2025","passed","Thu May 15 19:13:46 UTC 2025","","Mindwm Lifecycle Management","",""
"","436","Redpanda","features","Thu May 15 19:13:49 UTC 2025","passed","Thu May 15 19:13:49 UTC 2025","","Mindwm event driven architecture","",""
"","80833","Create configmap with knative function definition","features","Thu May 15 19:13:52 UTC 2025","passed","Thu May 15 19:15:13 UTC 2025","","Mindwm event driven architecture","",""
"","750","MindWM CRD","features","Thu May 15 19:13:46 UTC 2025","passed","Thu May 15 19:13:47 UTC 2025","","Mindwm event driven architecture","",""
"","504","Tekton-pipelines","features","Thu May 15 19:13:51 UTC 2025","passed","Thu May 15 19:13:51 UTC 2025","","Mindwm event driven architecture","",""
"","617","Monitoring","features","Thu May 15 19:13:50 UTC 2025","passed","Thu May 15 19:13:51 UTC 2025","","Mindwm event driven architecture","",""
"","172","ArgoCD","features","Thu May 15 19:13:49 UTC 2025","passed","Thu May 15 19:13:49 UTC 2025","","Mindwm event driven architecture","",""
"","267","Cert manager","features","Thu May 15 19:13:49 UTC 2025","passed","Thu May 15 19:13:50 UTC 2025","","Mindwm event driven architecture","",""
"","33842","Send ping message to the service","features","Thu May 15 19:15:13 UTC 2025","passed","Thu May 15 19:15:47 UTC 2025","","Mindwm event driven architecture","",""
"","11302","Create Host","features","Thu May 15 19:18:45 UTC 2025","passed","Thu May 15 19:18:56 UTC 2025","","MindWM Custom Resource Definition","",""
"","288","Istio","features","Thu May 15 19:13:48 UTC 2025","passed","Thu May 15 19:13:49 UTC 2025","","Mindwm event driven architecture","",""
"","324","Knative Serving","features","Thu May 15 19:13:48 UTC 2025","passed","Thu May 15 19:13:48 UTC 2025","","Mindwm event driven architecture","",""
"","81","Create Context","features","Thu May 15 19:18:34 UTC 2025","passed","Thu May 15 19:18:35 UTC 2025","","MindWM Custom Resource Definition","",""
"","269","Delete Resources and Verify Cleanup","features","Thu May 15 19:18:56 UTC 2025","passed","Thu May 15 19:18:57 UTC 2025","","MindWM Custom Resource Definition","",""
"","452","Knative Eventing","features","Thu May 15 19:13:48 UTC 2025","passed","Thu May 15 19:13:48 UTC 2025","","Mindwm event driven architecture","",""
"","261","Nats","features","Thu May 15 19:13:50 UTC 2025","passed","Thu May 15 19:13:50 UTC 2025","","Mindwm event driven architecture","",""
"","243110","Prepare environment, context: cyan","features","Thu May 15 19:18:57 UTC 2025","broken","Thu May 15 19:23:00 UTC 2025","","MindWM Custom kubernetes resources","",""
"","338","zot registry","features","Thu May 15 19:13:51 UTC 2025","passed","Thu May 15 19:13:52 UTC 2025","","Mindwm event driven architecture","",""
"","167922","cleanup","features","Thu May 15 19:15:47 UTC 2025","passed","Thu May 15 19:18:34 UTC 2025","","Mindwm event driven architecture","",""
"","701","Knative operator","features","Thu May 15 19:13:47 UTC 2025","passed","Thu May 15 19:13:48 UTC 2025","","Mindwm event driven architecture","",""
