"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 04 13:49:34 GMT 2024","Fri Oct 04 13:49:46 GMT 2024","11979","features","1_mindwm_crd","","","","test_scenarios[file:features/1_mindwm_crd.feature-MindWM Custom Resource Definition-Create User]",""
"passed","Fri Oct 04 13:55:51 GMT 2024","Fri Oct 04 13:56:12 GMT 2024","21687","features","3_mindwm_ping_pong","","","","test_scenarios[file:features/3_mindwm_ping_pong.feature-MindWM Ping-pong EDA test-Send ping via broker-ingress.knative-eventing/context-green4/context-broker[table_rows:[line: 82]]]",""
"passed","Fri Oct 04 13:49:25 GMT 2024","Fri Oct 04 13:49:25 GMT 2024","157","features","0_1_mindwm_eda","","","","test_scenarios[file:features/0_1_mindwm_eda.feature-Mindwm event driven architecture-Istio]",""
"passed","Fri Oct 04 14:06:48 GMT 2024","Fri Oct 04 14:06:59 GMT 2024","11306","features","7_mindwm_two_users_one_context","","","","test_scenarios[file:features/7_mindwm_two_users_one_context.feature-MindWM two users one context function test-Create godzilla and connects it to tokyo[table_rows:[line: 27]]]",""
"passed","Fri Oct 04 14:11:39 GMT 2024","Fri Oct 04 14:11:52 GMT 2024","12228","features","8_mindwm_two_contexts","","","","test_scenarios[file:features/8_mindwm_two_contexts.feature-Context Resource Readiness and Cleanup Verification-Cleanup Contexts and Verify Resources Are Deleted[table_rows:[line: 62]]]",""
"passed","Fri Oct 04 14:07:22 GMT 2024","Fri Oct 04 14:07:33 GMT 2024","11170","features","7_mindwm_two_users_one_context","","","","test_scenarios[file:features/7_mindwm_two_users_one_context.feature-MindWM two users one context function test-Create tablet resource and connects it to tengu user[table_rows:[line: 36]]]",""
"passed","Fri Oct 04 14:03:50 GMT 2024","Fri Oct 04 14:04:01 GMT 2024","11160","features","6_mindwm_two_hosts_one_user","","","","test_scenarios[file:features/6_mindwm_two_hosts_one_user.feature-MindWM two hosts one user function test-Create workstation01 for user shesha[table_rows:[line: 33]]]",""
"passed","Fri Oct 04 13:55:21 GMT 2024","Fri Oct 04 13:55:50 GMT 2024","28871","features","3_mindwm_ping_pong","","","","test_scenarios[file:features/3_mindwm_ping_pong.feature-MindWM Ping-pong EDA test-Prepare environment for ping tests[table_rows:[line: 26]]]",""
"passed","Fri Oct 04 13:56:12 GMT 2024","Fri Oct 04 13:56:34 GMT 2024","21507","features","3_mindwm_ping_pong","","","","test_scenarios[file:features/3_mindwm_ping_pong.feature-MindWM Ping-pong EDA test-Send ping via broker-ingress.knative-eventing/user-amanda4/user-broker[table_rows:[line: 83]]]",""
"passed","Fri Oct 04 13:56:45 GMT 2024","Fri Oct 04 13:59:14 GMT 2024","148403","features","4_mindwm_io_context","","","","test_scenarios[file:features/4_mindwm_io_context.feature-MindWM io context function test-io context red[table_rows:[line: 57]]]",""
