"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","418","Tekton-pipelines","features","Wed May 21 20:03:24 UTC 2025","passed","Wed May 21 20:03:25 UTC 2025","","Mindwm event driven architecture","",""
"","305","Istio","features","Wed May 21 20:03:22 UTC 2025","passed","Wed May 21 20:03:22 UTC 2025","","Mindwm event driven architecture","",""
"","648","MindWM CRD","features","Wed May 21 20:03:20 UTC 2025","passed","Wed May 21 20:03:20 UTC 2025","","Mindwm event driven architecture","",""
"","312","Knative Serving","features","Wed May 21 20:03:21 UTC 2025","passed","Wed May 21 20:03:21 UTC 2025","","Mindwm event driven architecture","",""
"","890","Monitoring","features","Wed May 21 20:03:23 UTC 2025","passed","Wed May 21 20:03:24 UTC 2025","","Mindwm event driven architecture","",""
"","361","Crossplane","features","Wed May 21 20:03:24 UTC 2025","passed","Wed May 21 20:03:24 UTC 2025","","Mindwm event driven architecture","",""
"","214","ArgoCD","features","Wed May 21 20:03:22 UTC 2025","passed","Wed May 21 20:03:22 UTC 2025","","Mindwm event driven architecture","",""
"","216","Cert manager","features","Wed May 21 20:03:23 UTC 2025","passed","Wed May 21 20:03:23 UTC 2025","","Mindwm event driven architecture","",""
"","234","Nats","features","Wed May 21 20:03:23 UTC 2025","passed","Wed May 21 20:03:23 UTC 2025","","Mindwm event driven architecture","",""
"","91108","Create configmap with knative function definition","features","Wed May 21 20:03:25 UTC 2025","broken","Wed May 21 20:04:56 UTC 2025","","Mindwm event driven architecture","",""
"","591942","Deploy Mindwm Cluster and Applications","features","Wed May 21 19:53:28 UTC 2025","passed","Wed May 21 20:03:20 UTC 2025","","Mindwm Lifecycle Management","",""
"","351","Redpanda","features","Wed May 21 20:03:22 UTC 2025","passed","Wed May 21 20:03:23 UTC 2025","","Mindwm event driven architecture","",""
"","185","zot registry","features","Wed May 21 20:03:25 UTC 2025","passed","Wed May 21 20:03:25 UTC 2025","","Mindwm event driven architecture","",""
"","550","Knative operator","features","Wed May 21 20:03:20 UTC 2025","passed","Wed May 21 20:03:21 UTC 2025","","Mindwm event driven architecture","",""
"","538","Knative Eventing","features","Wed May 21 20:03:21 UTC 2025","passed","Wed May 21 20:03:22 UTC 2025","","Mindwm event driven architecture","",""
