"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1316","Cleanup user shesha and context varanasi","features","Mon May 12 10:31:09 UTC 2025","passed","Mon May 12 10:31:10 UTC 2025","","MindWM two hosts one user function test","",""
"","183","Cleanup kitty@tablet in red","features","Mon May 12 10:13:26 UTC 2025","passed","Mon May 12 10:13:26 UTC 2025","","MindWM io context function test","",""
"","10263","Create workstation01 for user shesha","features","Mon May 12 10:26:51 UTC 2025","passed","Mon May 12 10:27:02 UTC 2025","","MindWM two hosts one user function test","",""
"","72453","""Delete"" data capture event","features","Mon May 12 10:16:47 UTC 2025","passed","Mon May 12 10:18:00 UTC 2025","","MindWM kafka_cdc function test","",""
"","111","Cleanup laptop host for godzilla username","features","Mon May 12 10:36:01 UTC 2025","passed","Mon May 12 10:36:01 UTC 2025","","MindWM two users one context function test","",""
"","76559","Send ping via nats host: travellaptop, user: shesha","features","Mon May 12 10:28:28 UTC 2025","passed","Mon May 12 10:29:45 UTC 2025","","MindWM two hosts one user function test","",""
"","539","Knative operator","features","Mon May 12 09:56:45 UTC 2025","passed","Mon May 12 09:56:45 UTC 2025","","Mindwm event driven architecture","",""
"","81580","Send iodocument via nats host: <host>, user: <username> and check that second user received graph update","features","Mon May 12 10:33:20 UTC 2025","passed","Mon May 12 10:34:41 UTC 2025","","MindWM two users one context function test","",""
"","10253","Create User bob","features","Mon May 12 10:04:21 UTC 2025","passed","Mon May 12 10:04:32 UTC 2025","","MindWM Custom kubernetes resources","",""
"","41953","""Update"" data capture event","features","Mon May 12 10:16:05 UTC 2025","passed","Mon May 12 10:16:47 UTC 2025","","MindWM kafka_cdc function test","",""
"","69495","Send clipboard cloudevent to knative ping service","features","Mon May 12 10:19:51 UTC 2025","passed","Mon May 12 10:21:01 UTC 2025","","MindWM clipboard EDA test","",""
"","175261","Create Contexts and Verify All Related Resources Are in Ready State","features","Mon May 12 10:37:34 UTC 2025","passed","Mon May 12 10:40:29 UTC 2025","","Context Resource Readiness and Cleanup Verification","",""
"","418","Knative Serving","features","Mon May 12 09:56:45 UTC 2025","passed","Mon May 12 09:56:46 UTC 2025","","Mindwm event driven architecture","",""
"","100458","Prepare environment, context: varanasi, username: shesha","features","Mon May 12 10:25:11 UTC 2025","passed","Mon May 12 10:26:51 UTC 2025","","MindWM two hosts one user function test","",""
"","194","Cleanup hosts workstation01 in user shesha","features","Mon May 12 10:31:08 UTC 2025","passed","Mon May 12 10:31:08 UTC 2025","","MindWM two hosts one user function test","",""
"","170","ArgoCD","features","Mon May 12 09:56:47 UTC 2025","passed","Mon May 12 09:56:47 UTC 2025","","Mindwm event driven architecture","",""
"","167","Cleanup garmr@helheim in blue","features","Mon May 12 10:18:00 UTC 2025","passed","Mon May 12 10:18:00 UTC 2025","","MindWM kafka_cdc function test","",""
"","146470","Prepare environment, context: cyan","features","Mon May 12 10:01:55 UTC 2025","passed","Mon May 12 10:04:21 UTC 2025","","MindWM Custom kubernetes resources","",""
"","10129","Create tengu and connects it to tokyo","features","Mon May 12 10:32:49 UTC 2025","passed","Mon May 12 10:32:59 UTC 2025","","MindWM two users one context function test","",""
"","58","Create Context","features","Mon May 12 10:01:33 UTC 2025","passed","Mon May 12 10:01:33 UTC 2025","","MindWM Custom Resource Definition","",""
"","531","Monitoring","features","Mon May 12 09:56:48 UTC 2025","passed","Mon May 12 09:56:48 UTC 2025","","Mindwm event driven architecture","",""
"","270","Delete Resources and Verify Cleanup","features","Mon May 12 10:01:55 UTC 2025","passed","Mon May 12 10:01:55 UTC 2025","","MindWM Custom Resource Definition","",""
"","18375","Cleanup Contexts and Verify Resources Are Deleted","features","Mon May 12 10:40:29 UTC 2025","passed","Mon May 12 10:40:47 UTC 2025","","Context Resource Readiness and Cleanup Verification","",""
"","159","Check net-istio pods","features","Mon May 12 10:07:37 UTC 2025","passed","Mon May 12 10:07:37 UTC 2025","","Knative-Serving net-istio","",""
"","83664","Send iodocument via nats host: workstation01, user: shesha and check that second host received graph the update","features","Mon May 12 10:29:45 UTC 2025","passed","Mon May 12 10:31:08 UTC 2025","","MindWM two hosts one user function test","",""
"","35528","Prepare environment for ping tests","features","Mon May 12 10:07:37 UTC 2025","passed","Mon May 12 10:08:13 UTC 2025","","MindWM Ping-pong EDA test","",""
"","517","MindWM CRD","features","Mon May 12 09:56:44 UTC 2025","passed","Mon May 12 09:56:45 UTC 2025","","Mindwm event driven architecture","",""
"","469","Crossplane","features","Mon May 12 09:56:48 UTC 2025","passed","Mon May 12 09:56:49 UTC 2025","","Mindwm event driven architecture","",""
"","10232","Create Host workstation","features","Mon May 12 10:04:32 UTC 2025","passed","Mon May 12 10:04:42 UTC 2025","","MindWM Custom kubernetes resources","",""
"","224","Cert manager","features","Mon May 12 09:56:47 UTC 2025","passed","Mon May 12 09:56:47 UTC 2025","","Mindwm event driven architecture","",""
"","213","Nats","features","Mon May 12 09:56:47 UTC 2025","passed","Mon May 12 09:56:47 UTC 2025","","Mindwm event driven architecture","",""
"","72372","Send ping via nats topic ""org.mindwm.amanda4.pi6-host.L3RtcC90bXV4LTEwMDAvZGVmYXVsdA==.09fb195c-c419-6d62-15e0-51b6ee990922.3623.iodocument""","features","Mon May 12 10:08:56 UTC 2025","passed","Mon May 12 10:10:08 UTC 2025","","MindWM Ping-pong EDA test","",""
"","212","Cleanup hosts travellaptop in user shesha","features","Mon May 12 10:31:08 UTC 2025","passed","Mon May 12 10:31:09 UTC 2025","","MindWM two hosts one user function test","",""
"","88923","Prepare environment, context: tokyo","features","Mon May 12 10:31:10 UTC 2025","passed","Mon May 12 10:32:39 UTC 2025","","MindWM two users one context function test","",""
"","33775","Send ping message to the service","features","Mon May 12 09:58:10 UTC 2025","passed","Mon May 12 09:58:44 UTC 2025","","Mindwm event driven architecture","",""
"","105626","Prepare environment, context: tratata, username: ci, host: localhost","features","Mon May 12 10:41:05 UTC 2025","passed","Mon May 12 10:42:50 UTC 2025","","MindWM manager integration test","",""
"","175064","Delete Resources and Verify Cleanup","features","Mon May 12 10:04:42 UTC 2025","passed","Mon May 12 10:07:37 UTC 2025","","MindWM Custom kubernetes resources","",""
"","163","Cleanup amanda4@pi6-host in green4","features","Mon May 12 10:10:08 UTC 2025","passed","Mon May 12 10:10:08 UTC 2025","","MindWM Ping-pong EDA test","",""
"","111692","Prepare environment, context: philadelphia, username: flukeman, host: the-host","features","Mon May 12 10:18:00 UTC 2025","passed","Mon May 12 10:19:51 UTC 2025","","MindWM clipboard EDA test","",""
"","21408","Send ping cloudevent to endpoint broker-ingress.knative-eventing/context-green4/context-broker, username: amanda4, host: pi6-host, traceparent: 00-5df92f3577b34da6a3ce929d0e0e4734-00f067aa0ba902b7-00","features","Mon May 12 10:08:13 UTC 2025","passed","Mon May 12 10:08:34 UTC 2025","","MindWM Ping-pong EDA test","",""
"","204","zot registry","features","Mon May 12 09:56:49 UTC 2025","passed","Mon May 12 09:56:49 UTC 2025","","Mindwm event driven architecture","",""
"","113458","Create context red, user kitty, host: tablet","features","Mon May 12 10:10:08 UTC 2025","passed","Mon May 12 10:12:02 UTC 2025","","MindWM io context function test","",""
"","320","Cleanup flukeman@the-host in philadelphia","features","Mon May 12 10:25:10 UTC 2025","passed","Mon May 12 10:25:11 UTC 2025","","MindWM clipboard EDA test","",""
"","190","Cleanup tablet host for tengu username","features","Mon May 12 10:36:01 UTC 2025","passed","Mon May 12 10:36:01 UTC 2025","","MindWM two users one context function test","",""
"","10179","Create godzilla and connects it to tokyo","features","Mon May 12 10:32:39 UTC 2025","passed","Mon May 12 10:32:49 UTC 2025","","MindWM two users one context function test","",""
"","111636","Create environment","features","Mon May 12 10:13:26 UTC 2025","passed","Mon May 12 10:15:17 UTC 2025","","MindWM kafka_cdc function test","",""
"","74494","Verification that the io-document has been delivered and processed","features","Mon May 12 10:43:27 UTC 2025","passed","Mon May 12 10:44:42 UTC 2025","","MindWM manager integration test","",""
"","10124","Create laptop resource and connects it to godzilla user","features","Mon May 12 10:32:59 UTC 2025","passed","Mon May 12 10:33:09 UTC 2025","","MindWM two users one context function test","",""
"","215","Cleanup ci@localhost in tratata","features","Mon May 12 10:44:42 UTC 2025","passed","Mon May 12 10:44:42 UTC 2025","","MindWM manager integration test","",""
"","36802","Mindwm-manager integration test","features","Mon May 12 10:42:50 UTC 2025","passed","Mon May 12 10:43:27 UTC 2025","","MindWM manager integration test","",""
"","10181","Create User","features","Mon May 12 10:01:33 UTC 2025","passed","Mon May 12 10:01:43 UTC 2025","","MindWM Custom Resource Definition","",""
"","292","Istio","features","Mon May 12 09:56:46 UTC 2025","passed","Mon May 12 09:56:47 UTC 2025","","Mindwm event driven architecture","",""
"","224","Send ping to knative ping service, context: green4, username: amanda4, host: pi6-host","features","Mon May 12 10:08:13 UTC 2025","passed","Mon May 12 10:08:13 UTC 2025","","MindWM Ping-pong EDA test","",""
"","21392","Send ping cloudevent to endpoint broker-ingress.knative-eventing/user-amanda4/user-broker, username: amanda4, host: pi6-host, traceparent: 00-6df93f3577b34da6a3ce929d0e0e4742-00f067aa0ba902b7-00","features","Mon May 12 10:08:34 UTC 2025","passed","Mon May 12 10:08:56 UTC 2025","","MindWM Ping-pong EDA test","",""
"","10131","Create travellaptop for user shesha","features","Mon May 12 10:27:02 UTC 2025","passed","Mon May 12 10:27:12 UTC 2025","","MindWM two hosts one user function test","",""
"","80909","Create configmap with knative function definition","features","Mon May 12 09:56:49 UTC 2025","passed","Mon May 12 09:58:10 UTC 2025","","Mindwm event driven architecture","",""
"","516","Knative Eventing","features","Mon May 12 09:56:46 UTC 2025","passed","Mon May 12 09:56:46 UTC 2025","","Mindwm event driven architecture","",""
"","304","Redpanda","features","Mon May 12 09:56:47 UTC 2025","passed","Mon May 12 09:56:47 UTC 2025","","Mindwm event driven architecture","",""
"","605352","Deploy Mindwm Cluster and Applications","features","Mon May 12 09:46:39 UTC 2025","passed","Mon May 12 09:56:44 UTC 2025","","Mindwm Lifecycle Management","",""
"","17217","Cleanup Contexts and Verify Resources Are Deleted","features","Mon May 12 10:40:47 UTC 2025","passed","Mon May 12 10:41:05 UTC 2025","","Context Resource Readiness and Cleanup Verification","",""
"","10128","Create tablet resource and connects it to tengu user","features","Mon May 12 10:33:09 UTC 2025","passed","Mon May 12 10:33:20 UTC 2025","","MindWM two users one context function test","",""
"","91964","Create Contexts and Verify All Related Resources Are in Ready State","features","Mon May 12 10:36:02 UTC 2025","passed","Mon May 12 10:37:34 UTC 2025","","Context Resource Readiness and Cleanup Verification","",""
"","85985","Send ping directly to function broker-ingress.knative-eventing/user-flukeman/user-broker","features","Mon May 12 10:22:28 UTC 2025","passed","Mon May 12 10:23:54 UTC 2025","","MindWM clipboard EDA test","",""
"","87048","Send ping directly to function broker-ingress.knative-eventing/context-philadelphia/context-broker","features","Mon May 12 10:21:01 UTC 2025","passed","Mon May 12 10:22:28 UTC 2025","","MindWM clipboard EDA test","",""
"","76223","Send ping via nats host: workstation01, user: shesha","features","Mon May 12 10:27:12 UTC 2025","passed","Mon May 12 10:28:28 UTC 2025","","MindWM two hosts one user function test","",""
"","247","Cleanup tengu username","features","Mon May 12 10:36:01 UTC 2025","passed","Mon May 12 10:36:02 UTC 2025","","MindWM two users one context function test","",""
"","168927","cleanup","features","Mon May 12 09:58:44 UTC 2025","passed","Mon May 12 10:01:33 UTC 2025","","Mindwm event driven architecture","",""
"","83695","Send cloudevent to ""broker-ingress.knative-eventing/context-red/context-broker""","features","Mon May 12 10:12:02 UTC 2025","passed","Mon May 12 10:13:26 UTC 2025","","MindWM io context function test","",""
"","79642","Send iodocument via nats host: <host>, user: <username> and check that second user received graph update","features","Mon May 12 10:34:41 UTC 2025","passed","Mon May 12 10:36:01 UTC 2025","","MindWM two users one context function test","",""
"","439","Tekton-pipelines","features","Mon May 12 09:56:49 UTC 2025","passed","Mon May 12 09:56:49 UTC 2025","","Mindwm event driven architecture","",""
"","76483","Send ping via nats topic ""org.mindwm.flukeman.the-host.clipboard""","features","Mon May 12 10:23:54 UTC 2025","passed","Mon May 12 10:25:10 UTC 2025","","MindWM clipboard EDA test","",""
"","98","Cleanup tokyo context","features","Mon May 12 10:36:02 UTC 2025","passed","Mon May 12 10:36:02 UTC 2025","","MindWM two users one context function test","",""
"","11568","Create Host","features","Mon May 12 10:01:43 UTC 2025","passed","Mon May 12 10:01:55 UTC 2025","","MindWM Custom Resource Definition","",""
"","47656","""Create"" data capture event","features","Mon May 12 10:15:17 UTC 2025","passed","Mon May 12 10:16:05 UTC 2025","","MindWM kafka_cdc function test","",""
"","231","Cleanup godzilla username","features","Mon May 12 10:36:01 UTC 2025","passed","Mon May 12 10:36:01 UTC 2025","","MindWM two users one context function test","",""
