"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 22 12:16:55 GMT 2024","Sun Sep 22 12:21:05 GMT 2024","250454","features","0_1_mindwm_eda","","","","test_scenarios[file:features/0_1_mindwm_eda.feature-Mindwm event driven architecture-Redpanda]",""
"passed","Sun Sep 22 12:21:06 GMT 2024","Sun Sep 22 12:21:07 GMT 2024","1056","features","1_mindwm_crd","","","","test_scenarios[file:features/1_mindwm_crd.feature-MindWM Custom Resource Definition-Create Context]",""
"passed","Sun Sep 22 12:21:05 GMT 2024","Sun Sep 22 12:21:05 GMT 2024","230","features","0_1_mindwm_eda","","","","test_scenarios[file:features/0_1_mindwm_eda.feature-Mindwm event driven architecture-Cert manager]",""
"broken","Sun Sep 22 12:25:20 GMT 2024","Sun Sep 22 12:25:21 GMT 2024","1146","features","3_mindwm_ping_pong","","","","test_scenarios[file:features/3_mindwm_ping_pong.feature-MindWM Ping-pong EDA test-Ping green4[table_rows:[line: 50]]]",""
"passed","Sun Sep 22 12:23:24 GMT 2024","Sun Sep 22 12:23:36 GMT 2024","11212","features","2_mindwm_crd_resources","","","","test_scenarios[file:features/2_mindwm_crd_resources.feature-MindWM Custom kubernetes resources-Create Host and check k8s resources]",""
"passed","Sun Sep 22 12:21:17 GMT 2024","Sun Sep 22 12:21:28 GMT 2024","11236","features","1_mindwm_crd","","","","test_scenarios[file:features/1_mindwm_crd.feature-MindWM Custom Resource Definition-Create Host]",""
"passed","Sun Sep 22 12:21:05 GMT 2024","Sun Sep 22 12:21:06 GMT 2024","216","features","0_1_mindwm_eda","","","","test_scenarios[file:features/0_1_mindwm_eda.feature-Mindwm event driven architecture-Monitoring]",""
"passed","Sun Sep 22 12:21:05 GMT 2024","Sun Sep 22 12:21:05 GMT 2024","110","features","0_1_mindwm_eda","","","","test_scenarios[file:features/0_1_mindwm_eda.feature-Mindwm event driven architecture-Nats]",""
"passed","Sun Sep 22 12:23:36 GMT 2024","Sun Sep 22 12:25:20 GMT 2024","104744","features","2_mindwm_crd_resources","","","","test_scenarios[file:features/2_mindwm_crd_resources.feature-MindWM Custom kubernetes resources-Delete Resources and Verify Cleanup]",""
"passed","Sun Sep 22 12:21:28 GMT 2024","Sun Sep 22 12:21:31 GMT 2024","2341","features","1_mindwm_crd","","","","test_scenarios[file:features/1_mindwm_crd.feature-MindWM Custom Resource Definition-Delete Resources and Verify Cleanup]",""
"passed","Sun Sep 22 12:21:07 GMT 2024","Sun Sep 22 12:21:17 GMT 2024","10388","features","1_mindwm_crd","","","","test_scenarios[file:features/1_mindwm_crd.feature-MindWM Custom Resource Definition-Create User]",""
"passed","Sun Sep 22 12:23:13 GMT 2024","Sun Sep 22 12:23:24 GMT 2024","11329","features","2_mindwm_crd_resources","","","","test_scenarios[file:features/2_mindwm_crd_resources.feature-MindWM Custom kubernetes resources-Create User and check k8s resources]",""
"passed","Sun Sep 22 12:16:54 GMT 2024","Sun Sep 22 12:16:55 GMT 2024","126","features","0_1_mindwm_eda","","","","test_scenarios[file:features/0_1_mindwm_eda.feature-Mindwm event driven architecture-Istio]",""
"passed","Sun Sep 22 12:04:26 GMT 2024","Sun Sep 22 12:16:54 GMT 2024","747407","features","0_0_mindwm_lifecycle","","","","test_scenarios[file:features/0_0_mindwm_lifecycle.feature-Mindwm Lifecycle Management-Deploy Mindwm Cluster and Applications]",""
"passed","Sun Sep 22 12:16:54 GMT 2024","Sun Sep 22 12:16:54 GMT 2024","558","features","0_1_mindwm_eda","","","","test_scenarios[file:features/0_1_mindwm_eda.feature-Mindwm event driven architecture-Knative]",""
"passed","Sun Sep 22 12:21:31 GMT 2024","Sun Sep 22 12:23:13 GMT 2024","102288","features","2_mindwm_crd_resources","","","","test_scenarios[file:features/2_mindwm_crd_resources.feature-MindWM Custom kubernetes resources-Create Context and check k8s resources]",""
