"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","189","Cleanup kitty@tablet in red","features","Fri May 23 16:11:35 UTC 2025","passed","Fri May 23 16:11:35 UTC 2025","","MindWM io context function test","",""
"","260","Cleanup user shesha and context varanasi","features","Fri May 23 16:30:26 UTC 2025","passed","Fri May 23 16:30:26 UTC 2025","","MindWM two hosts one user function test","",""
"","197","Cleanup tablet host for tengu username","features","Fri May 23 16:35:24 UTC 2025","passed","Fri May 23 16:35:24 UTC 2025","","MindWM two users one context function test","",""
"","83658","Send ping directly to function broker-ingress.knative-eventing/context-philadelphia/context-broker","features","Fri May 23 16:20:18 UTC 2025","passed","Fri May 23 16:21:42 UTC 2025","","MindWM clipboard EDA test","",""
"","360","Knative Serving","features","Fri May 23 15:54:30 UTC 2025","passed","Fri May 23 15:54:30 UTC 2025","","Mindwm event driven architecture","",""
"","10126","Create laptop resource and connects it to godzilla user","features","Fri May 23 16:32:21 UTC 2025","passed","Fri May 23 16:32:32 UTC 2025","","MindWM two users one context function test","",""
"","69864","Send clipboard cloudevent to knative ping service","features","Fri May 23 16:19:08 UTC 2025","passed","Fri May 23 16:20:18 UTC 2025","","MindWM clipboard EDA test","",""
"","221","Cleanup tengu username","features","Fri May 23 16:35:24 UTC 2025","passed","Fri May 23 16:35:24 UTC 2025","","MindWM two users one context function test","",""
"","98","Cleanup laptop host for godzilla username","features","Fri May 23 16:35:24 UTC 2025","passed","Fri May 23 16:35:24 UTC 2025","","MindWM two users one context function test","",""
"","106523","Prepare environment, context: varanasi, username: shesha","features","Fri May 23 16:24:25 UTC 2025","passed","Fri May 23 16:26:11 UTC 2025","","MindWM two hosts one user function test","",""
"","33816","Mindwm-manager integration test","features","Fri May 23 16:42:22 UTC 2025","passed","Fri May 23 16:42:55 UTC 2025","","MindWM manager integration test","",""
"","331","Redpanda","features","Fri May 23 15:54:31 UTC 2025","passed","Fri May 23 15:54:32 UTC 2025","","Mindwm event driven architecture","",""
"","209","Cleanup godzilla username","features","Fri May 23 16:35:24 UTC 2025","passed","Fri May 23 16:35:24 UTC 2025","","MindWM two users one context function test","",""
"","294","Tekton-pipelines","features","Fri May 23 15:54:33 UTC 2025","passed","Fri May 23 15:54:33 UTC 2025","","Mindwm event driven architecture","",""
