"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 09 19:36:47 GMT 2024","Mon Sep 09 19:36:47 GMT 2024","84","","test_knative_eventing","Test_KnativeEventing","","","test_deployment",""
"passed","Mon Sep 09 19:36:48 GMT 2024","Mon Sep 09 19:36:48 GMT 2024","19","","test_nats","Test_Nats","","","test_statefulset",""
"passed","Mon Sep 09 19:36:53 GMT 2024","Mon Sep 09 19:36:53 GMT 2024","27","","test_redpanda","Test_Redpanda","","","test_deployment",""
"passed","Mon Sep 09 19:36:47 GMT 2024","Mon Sep 09 19:36:47 GMT 2024","34","","test_istio","Test_Istio","","","test_deployment",""
"passed","Mon Sep 09 19:36:43 GMT 2024","Mon Sep 09 19:36:43 GMT 2024","14","","test_knative_serving","Test_KnativeEventing","","","test_ns",""
"passed","Mon Sep 09 19:36:53 GMT 2024","Mon Sep 09 19:36:53 GMT 2024","28","","test_redpanda","Test_Redpanda","","","test_statefulset",""
"passed","Mon Sep 09 19:36:43 GMT 2024","Mon Sep 09 19:36:43 GMT 2024","15","","test_knative_eventing","Test_KnativeEventing","","","test_ns",""
"passed","Mon Sep 09 19:36:44 GMT 2024","Mon Sep 09 19:36:44 GMT 2024","16","","test_nats","Test_Nats","","","test_ns",""
"passed","Mon Sep 09 19:36:47 GMT 2024","Mon Sep 09 19:36:47 GMT 2024","0","","test_crossplane","Test_Crossplane","","","test_statefulset",""
"passed","Mon Sep 09 19:36:53 GMT 2024","Mon Sep 09 19:36:53 GMT 2024","32","","test_redpanda","Test_Redpanda","","","test_service",""
"passed","Mon Sep 09 19:36:47 GMT 2024","Mon Sep 09 19:36:47 GMT 2024","58","","test_knative_serving","Test_KnativeEventing","","","test_deployment",""
"passed","Mon Sep 09 19:36:53 GMT 2024","Mon Sep 09 19:36:53 GMT 2024","32","","test_monitoring","Test_Monitoring","","","test_service",""
"passed","Mon Sep 09 19:36:48 GMT 2024","Mon Sep 09 19:36:48 GMT 2024","37","","test_monitoring","Test_Monitoring","","","test_statefulset",""
"passed","Mon Sep 09 19:36:53 GMT 2024","Mon Sep 09 19:36:53 GMT 2024","16","","test_istio","Test_Istio","","","test_service",""
"passed","Mon Sep 09 19:36:44 GMT 2024","Mon Sep 09 19:36:47 GMT 2024","3343","","test_ping_pong","Test_PingPong","","","test_send_ping_context_broker",""
"passed","Mon Sep 09 19:36:43 GMT 2024","Mon Sep 09 19:36:43 GMT 2024","13","","test_istio","Test_Istio","","","test_ns",""
"passed","Mon Sep 09 19:36:47 GMT 2024","Mon Sep 09 19:36:47 GMT 2024","39","","test_redpanda","Test_Redpanda","","","test_ns",""
"passed","Mon Sep 09 19:36:53 GMT 2024","Mon Sep 09 19:36:53 GMT 2024","19","","test_knative_serving","Test_KnativeEventing","","","test_service",""
"passed","Mon Sep 09 19:36:47 GMT 2024","Mon Sep 09 19:36:47 GMT 2024","0","","test_knative_serving","Test_KnativeEventing","","","test_statefulset",""
"passed","Mon Sep 09 19:36:43 GMT 2024","Mon Sep 09 19:36:43 GMT 2024","15","","test_monitoring","Test_Monitoring","","","test_ns",""
"passed","Mon Sep 09 19:36:48 GMT 2024","Mon Sep 09 19:36:48 GMT 2024","21","","test_nats","Test_Nats","","","test_deployment",""
"passed","Mon Sep 09 19:36:53 GMT 2024","Mon Sep 09 19:36:53 GMT 2024","29","","test_knative_eventing","Test_KnativeEventing","","","test_service",""
"passed","Mon Sep 09 19:36:47 GMT 2024","Mon Sep 09 19:36:47 GMT 2024","0","","test_knative_eventing","Test_KnativeEventing","","","test_statefulset",""
"passed","Mon Sep 09 19:36:48 GMT 2024","Mon Sep 09 19:36:53 GMT 2024","5066","","test_ping_pong","Test_PingPong","","","test_tracesql",""
"passed","Mon Sep 09 19:36:53 GMT 2024","Mon Sep 09 19:36:53 GMT 2024","10","","test_crossplane","Test_Crossplane","","","test_service",""
"passed","Mon Sep 09 19:36:47 GMT 2024","Mon Sep 09 19:36:48 GMT 2024","65","","test_monitoring","Test_Monitoring","","","test_deployment",""
"passed","Mon Sep 09 19:36:53 GMT 2024","Mon Sep 09 19:36:53 GMT 2024","11","","test_nats","Test_Nats","","","test_service",""
"passed","Mon Sep 09 19:36:43 GMT 2024","Mon Sep 09 19:36:43 GMT 2024","13","","test_crossplane","Test_Crossplane","","","test_ns",""
"passed","Mon Sep 09 19:36:47 GMT 2024","Mon Sep 09 19:36:47 GMT 2024","1","","test_istio","Test_Istio","","","test_statefulset",""
"passed","Mon Sep 09 19:36:47 GMT 2024","Mon Sep 09 19:36:47 GMT 2024","63","","test_crossplane","Test_Crossplane","","","test_deployment",""
